2115.16	2117.12	
2117.30	2119.07	
2119.36	2121.46	
2121.75	2123.40	
2123.60	2125.43	
2125.54	2127.72	
2127.86	2129.63	
2129.91	2131.67	
2131.79	2133.47	
2133.59	2135.35	
2135.54	2137.10	
2137.20	2139.14	
2139.37	2141.10	
2141.25	2142.88	
2143.10	2145.36	
2145.58	2147.13	
2147.25	2148.94	
2149.13	2150.93	
2151.12	2153.08	
2153.24	2154.94	
2155.07	2156.68	
2156.81	2158.73	
2158.84	2160.94	
2161.11	2162.65	
2162.76	2165.16	
2165.30	2167.41	
2167.61	2169.35	
2169.54	2171.78	
2171.92	2174.57	
2174.74	2177.15	
2177.39	2179.10	
2179.24	2181.16	
2181.35	2183.07	
2183.18	2185.25	
2185.36	2188.13	
2188.34	2190.64	
2190.84	2192.49	
2192.66	2194.60	
2194.84	2197.11	
2197.33	2199.79	
2200.13	2202.56	
2202.79	2204.83	
2204.94	2207.63	
2207.82	2209.76	
2209.97	2211.57	
2211.68	2214.02	
2214.24	2215.79	
2216.01	2217.66	
2217.83	2219.29	
2219.40	2221.18	
2221.37	2223.05	
2223.20	2224.96	
2225.15	2226.90	
2227.06	2228.64	
2228.84	2230.55	
2230.64	2232.66	
2232.85	2234.68	
2234.79	2236.45	
2236.64	2238.38	
2238.52	2240.43	
2240.59	2242.23	
2242.41	2244.27	
2244.49	2246.62	
2246.79	2249.67	
2249.97	2251.41	
2251.65	2253.59	
2253.79	2256.13	
2256.30	2258.01	
2258.16	2260.34	
2260.54	2262.13	
2262.39	2264.29	
2264.51	2266.09	
2266.34	2268.00	
2268.22	2269.86	
2270.07	2271.51	
2271.76	2273.54	
2273.72	2275.61	
2275.88	2277.68	
2277.77	2279.78	
2279.95	2281.67	
2281.86	2284.35	
2284.59	2286.23	
2286.34	2288.42	
2288.55	2290.27	
2290.27	2292.00	
2292.00	2294.05	
2294.19	2295.99	
2295.99	2298.65	
2298.84	2300.78	
2300.78	2302.82	
2302.99	2305.65	
2305.65	2307.46	
2307.58	2309.43	
2309.57	2312.30	
2312.42	2314.88	
2315.02	2316.95	
2317.09	2319.01	
2319.20	2321.77	
2321.91	2323.79	
2324.07	2326.03	
2326.22	2327.82	
2327.96	2329.52	
2329.63	2331.40	
2331.58	2333.11	
2333.35	2335.45	
2335.57	2338.19	
2338.39	2341.12	
2341.27	2343.90	
2344.00	2346.47	
2346.72	2349.37	
2349.54	2351.99	
2352.08	2354.79	
2354.90	2357.56	
2357.66	2360.37	
2360.46	2362.43	
2362.62	2365.19	
2365.44	2367.60	
2367.71	2369.89	
2370.08	2372.13
